persona_id,name,plan,age,lang,profile,xp,flight_level,momentum_score,momentum_league,active_weeks,weekly_scores,maturity_index,maturity_rank,cmi,rmi,route_proven,route_proven_count,breadth_index,breadth_descriptor,trust_state,title_eligibility,prestige_pei,prestige_nomination,achievements,achievement_ids,cxw,sex,team_contrib,practical,capstone,missions,integrity_hold,clusters,horizons,ldb_mastery_eligible,ldb_momentum_eligible,expected,issues,result,cohort,seed,formula_frm_mat,formula_frm_mom,formula_frm_xp
CAL-20260721-A-0130,Cal A 130,FlightPass,adult,en,steady,885,4,66.67,Gold,7,40.0|85.0|75.0|65.0|0.0|75.0|50.0|50.0,58.75,Pathfinder,83.33,83.33,1,1,48.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,65.5,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,4,1,4,0,6,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0131,Cal A 131,MeritRoute,adult,en,returning,380,3,55.0,Silver,5,75.0|0.0|0.0|70.0|50.0|85.0|50.0|0.0,45.0,Scout,86.67,49.0,0,0,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,54.2,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,1,4,0,7,0,3,BLD|OPR|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0132,Cal A 132,WingPass,adult,ar,merit,1025,5,70.83,Gold,8,40.0|60.0|85.0|85.0|50.0|75.0|70.0|50.0,58.75,Pathfinder,81.67,81.67,1,1,43.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,64.0,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001,0,0,0,6,1,4,0,5,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0133,Cal A 133,MeritRoute,adult,en,steady,900,4,66.67,Gold,6,65.0|0.0|50.0|85.0|0.0|60.0|90.0|50.0,58.75,Pathfinder,81.67,81.67,1,1,48.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,65.0,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,4,1,4,0,6,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0134,Cal A 134,OpenFlight,adult,ar,new,300,3,25.0,Iron,2,0.0|0.0|0.0|75.0|0.0|75.0|0.0|0.0,30.0,Fledgling,85.0,49.0,0,0,16.25,Focused,NORMAL,NOT_ELIGIBLE,35.7,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,2,0,2,0,2,LED,0,0,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0135,Cal A 135,WingPass,adult,en,popular_weak,430,3,53.33,Silver,6,0.0|50.0|50.0|60.0|0.0|50.0|50.0|60.0,13.75,Hatchling,0.0,0.0,0,0,55.0,Multi-Horizon,NORMAL,NOT_ELIGIBLE,20.75,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,6,0,6,BLD|LED|OPR|PRT,0,1,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0136,Cal A 136,Expedition,adult,en,returning,355,3,31.67,Bronze,5,50.0|0.0|0.0|80.0|10.0|10.0|0.0|40.0,37.5,Scout,83.33,49.0,0,0,22.5,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,48.95,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,3,2,0,4,0,2,OPR|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0137,Cal A 137,WingPass,adult,en,merit,930,4,70.0,Gold,8,65.0|50.0|50.0|80.0|85.0|75.0|65.0|10.0,66.25,Specialist,81.67,81.67,1,1,50.75,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,74.9,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,2,3,1,6,0,6,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0138,Cal A 138,MeritRoute,adult,ar,experienced,1100,5,78.33,Platinum,6,65.0|0.0|75.0|85.0|75.0|85.0|85.0|0.0,86.25,Specialist,100.0,100.0,1,2,68.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,74.6,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001,0,1,0,6,1,6,0,8,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0139,Cal A 139,OpenFlight,adult,en,merit,760,4,60.0,Gold,7,40.0|50.0|50.0|0.0|50.0|85.0|75.0|50.0,58.75,Pathfinder,81.67,81.67,1,1,37.5,Expanding,NORMAL,PROGRESS_VISIBLE,62.75,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001,0,0,0,4,1,4,0,5,OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0140,Cal A 140,FlightPass,adult,ar,merit,990,4,67.5,Gold,8,50.0|50.0|50.0|60.0|85.0|75.0|75.0|60.0,62.5,Pathfinder,80.0,80.0,1,1,45.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,69.4,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,2,2,1,6,0,5,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0141,Cal A 141,Expedition,adult,ar,new,255,2,25.83,Iron,3,40.0|0.0|40.0|0.0|0.0|0.0|75.0|0.0,37.5,Scout,95.0,49.0,0,0,5.0,Focused,NORMAL,NOT_ELIGIBLE,37.45,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,3,0,1,0,1,LED,0,0,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0142,Cal A 142,OpenFlight,adult,en,returning,365,3,48.33,Silver,5,50.0|0.0|0.0|40.0|60.0|0.0|55.0|85.0,45.0,Scout,83.33,49.0,0,0,38.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,55.2,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,1,4,0,6,0,4,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0143,Cal A 143,WingPass,adult,ar,integrity,475,3,60.0,Gold,6,40.0|60.0|60.0|0.0|75.0|0.0|65.0|60.0,40.0,Scout,95.0,49.0,0,0,50.0,Multi-Horizon,NORMAL,NOT_ELIGIBLE,46.45,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,3,0,5,0,5,BLD|LED|OPR|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0144,Cal A 144,OpenFlight,adult,en,steady,790,4,60.0,Gold,5,0.0|50.0|85.0|65.0|0.0|0.0|75.0|85.0,53.75,Pathfinder,73.33,73.33,1,1,45.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,60.9,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,1,1,5,0,5,LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0145,Cal A 145,WingPass,adult,ar,low_act_high_ev,1010,5,58.33,Silver,8,50.0|50.0|50.0|85.0|50.0|30.0|65.0|50.0,66.25,Specialist,100.0,100.0,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,78.65,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,3,7,1,2,0,3,BLD|OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0146,Cal A 146,OpenFlight,adult,en,steady,740,4,57.5,Silver,6,65.0|75.0|50.0|65.0|0.0|75.0|15.0|0.0,55.0,Pathfinder,81.67,81.67,1,1,43.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,60.0,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,2,1,3,0,5,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0147,Cal A 147,WingPass,adult,en,returning,370,3,46.67,Silver,6,50.0|0.0|0.0|55.0|10.0|10.0|70.0|85.0,40.0,Scout,80.0,49.0,0,0,43.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,50.7,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,2,2,0,7,0,5,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0148,Cal A 148,MeritRoute,adult,en,merit,1110,5,74.17,Gold,8,40.0|85.0|85.0|65.0|50.0|85.0|65.0|60.0,66.25,Specialist,81.67,81.67,1,1,57.0,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,76.15,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,2,5,1,5,0,6,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0149,Cal A 149,WingPass,adult,en,high_act_low_ev,670,4,50.0,Silver,6,50.0|50.0|0.0|50.0|60.0|0.0|40.0|50.0,21.25,Fledgling,0.0,0.0,0,0,65.0,Multi-Horizon,NORMAL,NOT_ELIGIBLE,27.0,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,0,0,14,0,8,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0150,Cal A 150,MeritRoute,adult,en,returning,495,3,53.33,Silver,6,60.0|0.0|0.0|25.0|75.0|60.0|50.0|50.0,47.5,Scout,86.67,49.0,0,0,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,56.7,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,2,4,0,5,0,3,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0151,Cal A 151,Expedition,adult,en,popular_weak,150,2,26.67,Iron,3,0.0|0.0|0.0|50.0|50.0|60.0|0.0|0.0,11.25,Hatchling,0.0,0.0,0,0,33.75,Expanding,NORMAL,NOT_ELIGIBLE,15.75,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,3,0,3,LED|OPR|PRT,0,0,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0152,Cal A 152,WingPass,adult,en,team_passenger,295,2,37.5,Bronze,4,50.0|0.0|0.0|75.0|60.0|0.0|40.0|0.0,17.5,Hatchling,70.0,49.0,0,0,27.5,Expanding,NORMAL,NOT_ELIGIBLE,33.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,1,0,4,0,3,BLD|PRT,0,1,{'full_mastery_from_team': 'no'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0153,Cal A 153,Expedition,adult,ar,new,295,2,35.83,Bronze,5,65.0|0.0|40.0|0.0|10.0|40.0|0.0|60.0,21.25,Fledgling,70.0,49.0,0,0,22.5,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,40.95,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,1,0,2,0,2,BLD|LED,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0154,Cal A 154,FlightPass,adult,en,low_act_high_ev,970,4,60.83,Gold,8,40.0|50.0|50.0|75.0|50.0|80.0|50.0|60.0,66.25,Specialist,100.0,100.0,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,76.15,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-MST-001|ACH-TEAM-001,0,0,2,8,1,1,0,3,OPR|PRT,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0155,Cal A 155,Expedition,adult,en,experienced,975,4,64.17,Gold,8,50.0|50.0|50.0|50.0|75.0|85.0|75.0|50.0,86.25,Vanguard,100.0,100.0,1,2,53.75,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,78.75,ELIGIBLE_ASCENDANT_NOMINATION,7,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-MST-001|ACH-SEX-001|ACH-TEAM-001,0,1,1,8,1,3,0,6,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0156,Cal A 156,OpenFlight,adult,en,prestige,1345,5,75.83,Platinum,8,65.0|60.0|85.0|75.0|50.0|85.0|50.0|85.0,87.5,Vanguard,100.0,100.0,1,2,90.0,Extensive,ELEVATED_RESPONSIBILITY_ELIGIBLE,INTEGRATED_TEMPLATE_ELIGIBLE_FOR_REVIEW,97.25,ELIGIBLE_ASCENDANT_NOMINATION,10,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-CXW-001|ACH-EVD-001|ACH-LIVE-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001|ACH-TEAM-001,1,1,1,8,1,5,0,10,BLD|LED|OPR|PRT,1,1,"{'prestige_auto_grant': 'no', 'nomination_possible': 'yes'}",,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0157,Cal A 157,WingPass,adult,en,merit,1015,5,68.33,Gold,8,75.0|85.0|50.0|50.0|50.0|85.0|65.0|50.0,63.75,Pathfinder,83.33,83.33,1,1,50.75,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,72.9,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,5,1,4,0,6,LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0158,Cal A 158,OpenFlight,adult,ar,low_act_high_ev,1010,5,65.0,Gold,7,50.0|50.0|60.0|85.0|50.0|70.0|75.0|0.0,66.25,Specialist,100.0,100.0,1,1,23.25,Focused,POSITIVE_STANDING,PROGRESS_VISIBLE,74.9,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,2,7,1,2,0,3,OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0159,Cal A 159,MeritRoute,adult,en,high_act_low_ev,690,4,58.33,Silver,7,40.0|60.0|60.0|60.0|60.0|60.0|0.0|50.0,18.75,Hatchling,0.0,0.0,0,0,70.0,Integrated,NORMAL,NOT_ELIGIBLE,26.25,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,0,0,16,0,9,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0160,Cal A 160,OpenFlight,adult,ar,new,375,3,43.33,Bronze,4,0.0|0.0|0.0|0.0|50.0|75.0|85.0|50.0,42.5,Scout,83.33,49.0,0,0,22.5,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,47.95,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,3,0,2,0,2,OPR|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0161,Cal A 161,MeritRoute,adult,en,steady,805,4,65.0,Gold,6,40.0|50.0|85.0|50.0|0.0|75.0|90.0|0.0,58.75,Pathfinder,81.67,81.67,1,1,43.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,64.0,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,3,1,5,0,5,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0162,Cal A 162,OpenFlight,adult,en,paid_idle,0,1,0.0,Iron,0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,0.0,Hatchling,0.0,0.0,0,0,0.0,Focused,UNESTABLISHED,NOT_ELIGIBLE,1.5,NOT_ELIGIBLE,0,,0,0,0,0,0,0,0,0,,0,0,"{'xp': '0_or_near', 'momentum': 'Iron', 'mastery': 'none', 'route_proven': 'no'}",,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0163,Cal A 163,Expedition,adult,ar,a11y_compressed,380,3,52.5,Silver,6,50.0|60.0|0.0|40.0|75.0|0.0|40.0|50.0,42.5,Scout,95.0,49.0,0,0,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,54.2,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,4,0,3,0,3,BLD|OPR|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0164,Cal A 164,MeritRoute,adult,en,experienced,980,4,67.5,Gold,7,75.0|85.0|50.0|60.0|0.0|60.0|50.0|75.0,86.25,Vanguard,100.0,100.0,1,2,60.0,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,80.0,ELIGIBLE_ASCENDANT_NOMINATION,8,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001|ACH-TEAM-001,0,1,1,6,1,4,0,6,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0165,Cal A 165,OpenFlight,adult,en,returning,455,3,55.0,Silver,5,75.0|0.0|0.0|55.0|75.0|0.0|75.0|50.0,40.0,Scout,86.67,49.0,0,0,27.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,54.45,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001,0,0,0,5,0,6,0,3,OPR|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0166,Cal A 166,WingPass,adult,ar,team_passenger,465,3,58.33,Silver,7,0.0|50.0|60.0|50.0|60.0|60.0|60.0|60.0,13.75,Hatchling,0.0,0.0,0,0,60.0,Multi-Horizon,NORMAL,NOT_ELIGIBLE,21.75,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,7,0,7,BLD|LED|OPR|PRT,0,1,{'full_mastery_from_team': 'no'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0167,Cal A 167,WingPass,adult,en,steady,855,4,64.17,Gold,6,65.0|50.0|50.0|80.0|0.0|75.0|65.0|0.0,56.25,Pathfinder,78.33,78.33,1,1,52.0,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,66.15,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,2,1,1,4,0,5,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0168,Cal A 168,FlightPass,adult,en,new,250,2,33.33,Bronze,4,0.0|50.0|0.0|50.0|0.0|0.0|50.0|50.0,17.5,Hatchling,70.0,49.0,0,0,27.5,Expanding,NORMAL,NOT_ELIGIBLE,33.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,1,0,3,0,3,BLD|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0169,Cal A 169,Expedition,adult,ar,high_act_low_ev,690,4,55.0,Silver,8,40.0|50.0|60.0|60.0|60.0|50.0|50.0|50.0,13.75,Hatchling,0.0,0.0,0,0,75.0,Integrated,NORMAL,NOT_ELIGIBLE,24.75,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,18,0,10,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0170,Cal A 170,Expedition,adult,en,a11y_compressed,400,3,40.0,Bronze,4,0.0|75.0|0.0|75.0|50.0|0.0|40.0|0.0,45.0,Scout,95.0,49.0,0,0,27.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,51.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,3,0,3,0,3,BLD|LED,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0171,Cal A 171,MeritRoute,adult,en,steady,915,4,71.67,Gold,6,65.0|60.0|85.0|75.0|0.0|60.0|85.0|0.0,63.75,Pathfinder,81.67,81.67,1,1,50.75,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,72.4,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,4,1,5,0,6,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0172,Cal A 172,MeritRoute,adult,en,popular_weak,130,2,10.0,Iron,1,0.0|0.0|0.0|0.0|60.0|0.0|0.0|0.0,12.5,Hatchling,0.0,0.0,0,0,5.0,Focused,NORMAL,NOT_ELIGIBLE,11.0,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,0,0,1,0,1,BLD,0,0,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0173,Cal A 173,MeritRoute,adult,ar,experienced,895,4,65.83,Gold,6,0.0|75.0|50.0|75.0|0.0|65.0|60.0|70.0,86.25,Specialist,100.0,100.0,1,2,51.75,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,71.35,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001,0,1,0,5,1,4,0,6,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0174,Cal A 174,Expedition,adult,en,new,405,3,50.0,Silver,5,50.0|85.0|50.0|0.0|0.0|40.0|75.0|0.0,37.5,Scout,85.0,49.0,0,0,38.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,47.2,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,2,0,5,0,4,LED|OPR|PRT,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
CAL-20260721-A-0175,Cal A 175,OpenFlight,adult,en,returning,450,3,39.17,Bronze,6,10.0|0.0|0.0|25.0|50.0|50.0|90.0|10.0,45.0,Scout,83.33,49.0,0,0,5.0,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,53.45,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,3,4,0,4,0,1,OPR,0,1,{'baseline': 'ok'},,PASS,A,20260721,0.2.0,0.2.0,0.1.1
