persona_id,name,plan,age,lang,profile,xp,flight_level,momentum_score,momentum_league,active_weeks,weekly_scores,maturity_index,maturity_rank,cmi,rmi,route_proven,route_proven_count,breadth_index,breadth_descriptor,trust_state,title_eligibility,prestige_pei,prestige_nomination,achievements,achievement_ids,cxw,sex,team_contrib,practical,capstone,missions,integrity_hold,clusters,horizons,ldb_mastery_eligible,ldb_momentum_eligible,expected,issues,result
SYN-0052,Synthetic 52,WingPass,adult,ar,returning,315,3,45.83,Silver,5,50.0|0.0|0.0|50.0|75.0|0.0|50.0|50.0,45.0,Scout,86.67,49.0,0,0,32.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,48.45,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,1,3,0,6,0,4,LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0053,Synthetic 53,FlightPass,minor,ar,minor_ar,600,4,71.67,Gold,6,75.0|0.0|75.0|85.0|60.0|60.0|75.0|0.0,45.0,Scout,95.0,49.0,0,0,38.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,59.2,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,5,0,5,0,4,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0054,Synthetic 54,FlightPass,adult,en,a11y_compressed,370,3,56.67,Silver,6,10.0|65.0|0.0|65.0|85.0|0.0|65.0|50.0,42.5,Scout,83.33,49.0,0,0,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,43.95,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,2,0,4,0,3,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0055,Synthetic 55,WingPass,adult,en,team_passenger,200,2,31.67,Bronze,4,40.0|60.0|0.0|0.0|40.0|50.0|0.0|0.0,37.5,Scout,85.0,49.0,0,0,5.0,Focused,NORMAL,NOT_ELIGIBLE,31.2,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,2,0,2,0,1,PRT,0,1,{'full_mastery_from_team': 'no'},,PASS
SYN-0056,Synthetic 56,OpenFlight,adult,en,team_strong,1295,5,68.33,Gold,8,65.0|60.0|10.0|50.0|60.0|80.0|60.0|85.0,66.25,Specialist,86.0,86.0,1,1,45.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,80.2,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LIVE-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,7,5,1,4,0,5,LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0057,Synthetic 57,MeritRoute,adult,en,integrity,460,3,52.5,Silver,7,40.0|50.0|10.0|65.0|0.0|50.0|60.0|50.0,45.0,Scout,83.33,49.0,0,0,22.5,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,53.7,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,4,0,2,0,2,LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0058,Synthetic 58,MeritRoute,adult,ar,popular_weak,305,3,53.33,Silver,6,50.0|0.0|60.0|60.0|0.0|50.0|50.0|50.0,12.5,Hatchling,0.0,0.0,0,0,38.75,Expanding,NORMAL,NOT_ELIGIBLE,16.25,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,0,0,6,0,4,BLD|LED|PRT,0,1,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS
SYN-0059,Synthetic 59,MeritRoute,adult,en,steady,335,3,47.5,Silver,6,0.0|50.0|85.0|50.0|0.0|40.0|50.0|10.0,12.5,Hatchling,30.0,30.0,0,0,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,33.75,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,3,0,0,4,0,3,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0060,Synthetic 60,Expedition,adult,en,new,320,3,35.0,Bronze,5,10.0|50.0|0.0|0.0|0.0|40.0|60.0|50.0,45.0,Scout,95.0,49.0,0,0,5.0,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,45.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,3,0,1,0,1,BLD,0,1,{'baseline': 'ok'},,PASS
SYN-0061,Synthetic 61,MeritRoute,adult,ar,steady,1010,5,71.67,Gold,7,50.0|75.0|50.0|75.0|0.0|65.0|90.0|75.0,66.25,Specialist,80.0,80.0,1,1,50.75,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,69.65,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,2,2,1,7,0,6,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0062,Synthetic 62,OpenFlight,adult,en,high_act_low_ev,660,4,53.33,Silver,7,50.0|50.0|50.0|60.0|50.0|0.0|50.0|60.0,7.5,Hatchling,0.0,0.0,0,0,70.0,Integrated,NORMAL,NOT_ELIGIBLE,20.0,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,16,0,9,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS
SYN-0063,Synthetic 63,WingPass,adult,ar,low_act_high_ev,1005,5,57.5,Silver,8,40.0|60.0|50.0|60.0|50.0|30.0|75.0|50.0,66.25,Specialist,100.0,100.0,1,1,40.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,80.9,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,3,6,1,2,0,4,BLD|LED|OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS
SYN-0064,Synthetic 64,WingPass,adult,en,experienced,1170,5,75.83,Platinum,8,40.0|50.0|75.0|85.0|75.0|85.0|85.0|50.0,86.25,Specialist,100.0,100.0,1,2,73.0,Integrated,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,75.6,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001,0,1,0,7,1,6,0,9,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0065,Synthetic 65,FlightPass,adult,en,new,270,2,31.67,Bronze,5,0.0|50.0|10.0|0.0|40.0|0.0|40.0|50.0,42.5,Scout,95.0,49.0,0,0,5.0,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,42.95,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,3,0,1,0,1,LED,0,1,{'baseline': 'ok'},,PASS
SYN-0066,Synthetic 66,Expedition,adult,en,merit,965,4,74.17,Gold,8,65.0|85.0|85.0|65.0|50.0|70.0|75.0|50.0,58.75,Pathfinder,85.0,85.0,1,1,53.75,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,67.0,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,4,1,5,0,7,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0067,Synthetic 67,Expedition,adult,en,returning,480,3,63.33,Gold,6,60.0|0.0|0.0|70.0|60.0|50.0|65.0|75.0,40.0,Scout,86.67,49.0,0,0,38.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,51.95,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001,0,0,0,4,0,7,0,4,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0068,Synthetic 68,OpenFlight,minor,ar,minor_ar,390,3,47.5,Silver,6,0.0|50.0|50.0|0.0|10.0|75.0|50.0|50.0,42.5,Scout,76.67,49.0,0,0,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,43.95,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,2,0,3,0,3,BLD|OPR|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0069,Synthetic 69,MeritRoute,adult,en,a11y_compressed,290,2,45.83,Silver,5,65.0|50.0|0.0|50.0|0.0|0.0|50.0|60.0,30.0,Hatchling,66.67,49.0,0,0,27.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,40.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,1,0,4,0,3,LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0070,Synthetic 70,WingPass,adult,ar,team_passenger,370,3,52.5,Silver,6,50.0|50.0|50.0|0.0|50.0|75.0|0.0|40.0,22.5,Hatchling,70.0,49.0,0,0,33.75,Expanding,NORMAL,NOT_ELIGIBLE,32.2,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,1,0,4,0,3,BLD|OPR|PRT,0,1,{'full_mastery_from_team': 'no'},,PASS
SYN-0071,Synthetic 71,Expedition,adult,en,team_strong,1260,5,75.83,Platinum,8,50.0|85.0|60.0|75.0|85.0|80.0|70.0|60.0,66.25,Specialist,83.33,83.33,1,1,50.75,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,75.65,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LIVE-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,7,2,1,5,0,6,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0072,Synthetic 72,MeritRoute,adult,en,integrity,530,3,58.33,Silver,8,50.0|75.0|75.0|50.0|50.0|50.0|50.0|50.0,45.0,Scout,83.33,49.0,0,0,45.0,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,62.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-TEAM-001,0,0,2,5,0,4,0,4,BLD|LED|OPR|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0073,Synthetic 73,FlightPass,adult,en,popular_weak,350,3,45.0,Silver,5,0.0|65.0|85.0|0.0|50.0|60.0|0.0|10.0,30.0,Hatchling,66.67,49.0,0,0,38.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,42.7,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,1,0,4,0,4,BLD|LED|PRT,0,1,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS
SYN-0074,Synthetic 74,MeritRoute,adult,en,steady,725,4,64.17,Gold,6,65.0|75.0|85.0|50.0|0.0|60.0|50.0|0.0,58.75,Pathfinder,81.67,81.67,1,1,50.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,60.5,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001,0,0,0,2,1,4,0,5,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0075,Synthetic 75,MeritRoute,adult,en,new,250,2,33.33,Bronze,4,0.0|0.0|40.0|0.0|60.0|50.0|50.0|0.0,42.5,Scout,76.67,49.0,0,0,5.0,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,38.2,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,2,0,1,0,1,OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0076,Synthetic 76,FlightPass,adult,en,steady,795,4,63.33,Gold,7,65.0|50.0|85.0|15.0|0.0|65.0|65.0|50.0,58.75,Pathfinder,78.33,78.33,1,1,43.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,58.25,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,2,1,5,0,5,BLD|LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0077,Synthetic 77,FlightPass,adult,ar,high_act_low_ev,850,4,56.67,Silver,8,50.0|70.0|10.0|40.0|50.0|50.0|60.0|60.0,15.0,Hatchling,0.0,0.0,0,0,75.0,Integrated,NORMAL,NOT_ELIGIBLE,26.0,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,0,0,16,0,10,BLD|LED|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS
SYN-0078,Synthetic 78,MeritRoute,adult,en,low_act_high_ev,995,4,59.17,Silver,8,75.0|50.0|50.0|50.0|50.0|60.0|50.0|70.0,63.75,Pathfinder,100.0,100.0,1,1,29.5,Expanding,POSITIVE_STANDING,PROGRESS_VISIBLE,73.65,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,8,1,1,0,3,LED|OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS
SYN-0079,Synthetic 79,FlightPass,adult,en,experienced,1030,5,67.5,Gold,8,40.0|50.0|75.0|75.0|50.0|70.0|50.0|85.0,86.25,Specialist,100.0,100.0,1,2,58.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,72.6,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-BRD-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-SEX-001,0,1,0,7,1,4,0,6,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0080,Synthetic 80,MeritRoute,adult,en,new,320,3,49.17,Silver,5,0.0|50.0|50.0|70.0|50.0|75.0|0.0|0.0,32.5,Hatchling,70.0,49.0,0,0,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,41.7,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,1,0,5,0,3,BLD|LED|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0081,Synthetic 81,MeritRoute,adult,ar,merit,905,4,66.67,Gold,7,40.0|85.0|75.0|50.0|85.0|20.0|65.0|0.0,58.75,Pathfinder,85.0,85.0,1,1,55.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,67.25,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001,0,0,0,3,1,4,0,6,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0082,Synthetic 82,Expedition,adult,en,returning,200,2,31.67,Bronze,4,10.0|0.0|0.0|40.0|75.0|0.0|0.0|65.0,40.0,Scout,86.67,49.0,0,0,16.25,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,42.7,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-RET-001,0,0,0,3,0,5,0,2,OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0083,Synthetic 83,WingPass,minor,ar,minor_ar,685,4,70.83,Gold,8,10.0|75.0|70.0|75.0|50.0|60.0|85.0|60.0,47.5,Scout,76.67,49.0,0,0,50.0,Multi-Horizon,POSITIVE_STANDING,NOT_ELIGIBLE,54.7,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,4,2,0,7,0,5,BLD|LED|OPR|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0084,Synthetic 84,WingPass,adult,ar,a11y_compressed,420,3,45.83,Silver,6,40.0|10.0|0.0|50.0|75.0|0.0|40.0|60.0,45.0,Scout,86.67,49.0,0,0,5.0,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,50.45,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-TEAM-001,0,0,4,3,0,1,0,1,LED,0,1,{'baseline': 'ok'},,PASS
SYN-0085,Synthetic 85,OpenFlight,adult,en,team_passenger,60,1,15.0,Iron,2,0.0|40.0|0.0|0.0|50.0|0.0|0.0|0.0,5.0,Hatchling,0.0,0.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,10.5,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,2,0,2,BLD|OPR,0,0,{'full_mastery_from_team': 'no'},,PASS
SYN-0086,Synthetic 86,Expedition,adult,en,team_strong,1205,5,65.0,Gold,8,75.0|60.0|10.0|65.0|10.0|70.0|60.0|60.0,66.25,Specialist,86.0,86.0,1,1,40.75,Expanding,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,79.2,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LIVE-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,6,6,1,2,0,4,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0087,Synthetic 87,FlightPass,adult,en,integrity,460,3,54.17,Silver,8,40.0|10.0|40.0|60.0|75.0|50.0|50.0|50.0,42.5,Scout,83.33,49.0,0,0,27.5,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,52.2,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,4,0,3,0,3,BLD|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0088,Synthetic 88,OpenFlight,adult,ar,popular_weak,125,2,16.67,Iron,2,0.0|0.0|0.0|0.0|0.0|40.0|60.0|0.0,5.0,Hatchling,0.0,0.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,10.5,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-LRN-001,0,0,0,0,0,2,0,2,LED|OPR,0,0,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS
SYN-0089,Synthetic 89,WingPass,adult,en,steady,815,4,60.83,Gold,7,50.0|85.0|50.0|75.0|0.0|20.0|55.0|50.0,58.75,Pathfinder,86.0,86.0,1,1,55.0,Multi-Horizon,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,67.55,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001,0,0,0,4,1,4,0,6,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0090,Synthetic 90,Expedition,adult,en,new,305,3,34.17,Bronze,5,10.0|40.0|0.0|0.0|40.0|75.0|0.0|40.0,42.5,Scout,95.0,49.0,0,0,22.5,Focused,POSITIVE_STANDING,NOT_ELIGIBLE,46.45,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-TEAM-001,0,0,1,3,0,2,0,2,BLD|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0091,Synthetic 91,MeritRoute,adult,en,steady,990,4,68.33,Gold,7,65.0|60.0|60.0|65.0|0.0|75.0|60.0|85.0,63.75,Pathfinder,80.0,80.0,1,1,62.0,Multi-Horizon,POSITIVE_STANDING,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,69.4,NOT_ELIGIBLE,7,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,1,2,1,6,0,7,BLD|LED|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0092,Synthetic 92,Expedition,adult,en,high_act_low_ev,850,4,56.67,Silver,8,50.0|50.0|60.0|50.0|60.0|50.0|60.0|60.0,12.5,Hatchling,0.0,0.0,0,0,53.75,Multi-Horizon,NORMAL,NOT_ELIGIBLE,19.25,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,0,0,18,0,7,BLD|OPR|PRT,0,1,"{'high_xp': 'yes', 'route_proven': 'no', 'title': 'no', 'prestige': 'no', 'mastery_strong': 'no'}",,PASS
SYN-0093,Synthetic 93,WingPass,adult,en,low_act_high_ev,820,4,53.33,Silver,7,0.0|40.0|50.0|50.0|50.0|70.0|50.0|50.0,56.25,Pathfinder,100.0,100.0,1,1,16.25,Focused,NORMAL,PROGRESS_VISIBLE,64.0,NOT_ELIGIBLE,3,ACH-CAP-001|ACH-EVD-001|ACH-MST-001,0,0,0,7,1,0,0,2,OPR,1,1,"{'route_proven': 'possible', 'mastery_strong': 'possible', 'not_punished_for_efficiency': 'yes'}",,PASS
SYN-0094,Synthetic 94,OpenFlight,adult,en,experienced,510,3,62.5,Gold,6,75.0|50.0|0.0|0.0|65.0|75.0|60.0|50.0,86.25,Vanguard,100.0,49.0,0,2,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,61.95,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-BRD-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001|ACH-TEAM-001,0,0,2,6,0,3,0,3,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0095,Synthetic 95,WingPass,adult,en,paid_idle,0,1,0.0,Iron,0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,0.0,Hatchling,0.0,0.0,0,0,0.0,Focused,UNESTABLISHED,NOT_ELIGIBLE,1.5,NOT_ELIGIBLE,0,,0,0,0,0,0,0,0,0,,0,0,"{'xp': '0_or_near', 'momentum': 'Iron', 'mastery': 'none', 'route_proven': 'no'}",,PASS
SYN-0096,Synthetic 96,OpenFlight,adult,en,merit,945,4,70.83,Gold,7,40.0|85.0|50.0|50.0|85.0|70.0|85.0|0.0,58.75,Pathfinder,85.0,85.0,1,1,37.5,Expanding,NORMAL,PROGRESS_VISIBLE,63.75,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001,0,0,0,3,1,4,0,5,LED|OPR,1,1,{'baseline': 'ok'},,PASS
SYN-0097,Synthetic 97,OpenFlight,adult,en,returning,465,3,58.33,Silver,5,75.0|0.0|0.0|65.0|0.0|75.0|75.0|60.0,45.0,Scout,83.33,49.0,0,0,43.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,50.7,NOT_ELIGIBLE,6,ACH-ACT-001|ACH-EVD-001|ACH-EVD-002|ACH-LRN-001|ACH-RET-001|ACH-TEAM-001,0,0,1,3,0,8,0,5,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0098,Synthetic 98,FlightPass,minor,ar,minor_ar,565,3,65.0,Gold,7,75.0|75.0|50.0|50.0|50.0|75.0|0.0|65.0,47.5,Scout,95.0,49.0,0,0,50.0,Multi-Horizon,POSITIVE_STANDING,NOT_ELIGIBLE,63.95,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,5,0,6,0,5,BLD|LED|OPR|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0099,Synthetic 99,OpenFlight,adult,en,a11y_compressed,430,3,50.0,Silver,5,40.0|60.0|0.0|65.0|60.0|0.0|0.0|75.0,45.0,Scout,76.67,49.0,0,0,38.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,49.95,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,3,2,0,4,0,4,BLD|LED|PRT,0,1,{'baseline': 'ok'},,PASS
SYN-0100,Synthetic 100,WingPass,adult,ar,team_passenger,185,2,22.5,Iron,2,0.0|0.0|0.0|0.0|0.0|50.0|85.0|0.0,22.5,Hatchling,70.0,49.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,29.95,NOT_ELIGIBLE,3,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001,0,0,0,1,0,2,0,2,BLD|LED,0,0,{'full_mastery_from_team': 'no'},,PASS
SYN-0101,Synthetic 101,OpenFlight,adult,en,team_strong,1080,5,73.33,Gold,8,50.0|75.0|85.0|60.0|70.0|75.0|20.0|75.0,47.5,Scout,86.67,49.0,0,0,38.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,61.95,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-EVD-001|ACH-LIVE-001|ACH-LRN-001|ACH-TEAM-001,0,0,6,4,0,5,0,4,BLD|LED|OPR,0,1,{'baseline': 'ok'},,PASS
SYN-0102,Synthetic 102,WingPass,adult,en,integrity,215,2,50.83,Silver,6,40.0|50.0|75.0|50.0|0.0|0.0|40.0|50.0,37.5,Scout,83.33,49.0,0,0,21.25,Focused,NORMAL,NOT_ELIGIBLE,34.45,NOT_ELIGIBLE,2,ACH-ACT-001|ACH-EVD-001,0,0,0,2,0,3,0,3,BLD,0,1,{'baseline': 'ok'},,PASS
SYN-0103,Synthetic 103,MeritRoute,adult,en,popular_weak,260,2,29.17,Iron,3,0.0|50.0|0.0|0.0|65.0|0.0|0.0|60.0,27.5,Hatchling,70.0,49.0,0,0,22.5,Focused,NORMAL,NOT_ELIGIBLE,32.45,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,1,1,0,3,0,2,BLD|OPR,0,0,"{'mastery_from_popularity': 'no', 'prestige_from_popularity': 'no'}",,PASS
SYN-0104,Synthetic 104,MeritRoute,adult,en,steady,845,4,62.5,Gold,6,65.0|0.0|40.0|85.0|0.0|75.0|60.0|50.0,58.75,Pathfinder,80.0,80.0,1,1,48.75,Expanding,NORMAL,STANDARD_TEMPLATE_ELIGIBLE_FOR_REVIEW,59.75,NOT_ELIGIBLE,5,ACH-ACT-001|ACH-CAP-001|ACH-EVD-001|ACH-LRN-001|ACH-MST-001,0,0,0,2,1,5,0,6,BLD|OPR|PRT,1,1,{'baseline': 'ok'},,PASS
SYN-0105,Synthetic 105,Expedition,adult,en,new,345,3,46.67,Silver,6,10.0|0.0|40.0|50.0|50.0|70.0|60.0|0.0,30.0,Hatchling,66.67,49.0,0,0,33.75,Expanding,POSITIVE_STANDING,NOT_ELIGIBLE,41.7,NOT_ELIGIBLE,4,ACH-ACT-001|ACH-EVD-001|ACH-LRN-001|ACH-TEAM-001,0,0,2,1,0,3,0,3,BLD|LED|PRT,0,1,{'baseline': 'ok'},,PASS
